"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.id","Input.payload","Answer.audio","Answer.neither","Answer.ocr","Answer.sanity-check","Answer.video","Turkle.Username"
"937429","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75869","167","Wed Oct 01 18:29:48 UTC 2025","Wed Oct 01 18:31:14 UTC 2025","86","2018 lower Puna eruption_30","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The 2018 lower Puna eruption was a significant volcanic event that began on May 3, 2018, in the Lower Puna District of Hawaii's Big Island."", ""Extracted_Claims"": [""The 2018 lower Puna eruption was a significant volcanic event"", ""The eruption began on May 3, 2018"", ""The eruption took place in the Lower Puna District"", ""The eruption occurred on Hawaii's Big Island""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/lMK0-07ba78.mp4""}","[false,false,true,true]","[true,true,false,false]","[false,false,false,false]","","[false,false,false,false]","rkriz"
"937430","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75870","167","Wed Oct 01 18:31:14 UTC 2025","Wed Oct 01 18:32:49 UTC 2025","95","2018 lower Puna eruption_31","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""This eruption, part of the ongoing activity at K\u012blauea, one of the world's most active volcanoes, marked a dramatic shift in the volcano's behavior, leading to extensive lava flows, the destruction of hundreds of homes, and the displacement of thousands of residents."", ""Extracted_Claims"": [""The eruption was part of ongoing activity at K\u012blauea"", ""K\u012blauea is one of the world's most active volcanoes"", ""The eruption marked a dramatic shift in the volcano's behavior"", ""The eruption led to extensive lava flows"", ""The eruption resulted in the destruction of hundreds of homes"", ""The eruption caused the displacement of thousands of residents""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/lMK0-07ba78.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","rkriz"
"937431","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75871","167","Wed Oct 01 18:32:49 UTC 2025","Wed Oct 01 18:32:55 UTC 2025","6","2018 lower Puna eruption_32","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The eruption also caused significant changes to the landscape, including the creation of new land along the island's southeast coast."", ""Extracted_Claims"": [""The eruption caused significant changes to the landscape"", ""The eruption led to the creation of new land"", ""The new land was created along the island's southeast coast""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/lMK0-07ba78.mp4""}","[false,false,false]","[true,true,true]","[false,false,false]","","[false,false,false]","rkriz"
"937432","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75872","167","Wed Oct 01 18:32:55 UTC 2025","Wed Oct 01 18:33:02 UTC 2025","7","2018 lower Puna eruption_33","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The event captured international attention due to its scale and impact, and it continued through August 2018, when activity significantly decreased."", ""Extracted_Claims"": [""The 2018 lower Puna eruption captured international attention"", ""The eruption captured international attention due to its scale"", ""The eruption captured international attention due to its impact"", ""The eruption continued through August 2018"", ""Activity of the eruption significantly decreased in August 2018""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/lMK0-07ba78.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","rkriz"
"937433","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75873","167","Wed Oct 01 18:33:02 UTC 2025","Wed Oct 01 18:33:05 UTC 2025","3","2018 lower Puna eruption_34","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The eruption is considered one of the most destructive in recent Hawaiian history and has provided valuable data for scientists studying volcanic processes."", ""Extracted_Claims"": [""The eruption is one of the most destructive in recent Hawaiian history"", ""The eruption provided valuable data for scientists"", ""Scientists studying volcanic processes benefited from the data provided by the eruption""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/lMK0-07ba78.mp4""}","[false,false,false]","[true,true,true]","[false,false,false]","","[false,false,false]","rkriz"
"937434","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75874","167","Wed Oct 01 18:33:06 UTC 2025","Wed Oct 01 18:33:59 UTC 2025","53","2018 lower Puna eruption_35","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The 2018 lower Puna eruption was a significant volcanic event that began on May 3, 2018, in the Lower Puna District of Hawaii's Big Island."", ""Extracted_Claims"": [""The 2018 lower Puna eruption was a significant volcanic event"", ""The eruption began on May 3, 2018"", ""The eruption took place in the Lower Puna District"", ""The eruption occurred on Hawaii's Big Island""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/zeFbPHUMmp8.mp4""}","[true,false,false,false]","[false,true,true,true]","[false,false,false,false]","","[false,false,false,false]","rkriz"
"937435","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75875","167","Wed Oct 01 18:34:00 UTC 2025","Wed Oct 01 18:34:08 UTC 2025","8","2018 lower Puna eruption_36","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""This eruption, part of the ongoing activity at K\u012blauea, one of the world's most active volcanoes, marked a dramatic shift in the volcano's behavior, leading to extensive lava flows, the destruction of hundreds of homes, and the displacement of thousands of residents."", ""Extracted_Claims"": [""The eruption was part of ongoing activity at K\u012blauea"", ""K\u012blauea is one of the world's most active volcanoes"", ""The eruption marked a dramatic shift in the volcano's behavior"", ""The eruption led to extensive lava flows"", ""The eruption resulted in the destruction of hundreds of homes"", ""The eruption caused the displacement of thousands of residents""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/zeFbPHUMmp8.mp4""}","[false,false,false,true,false,false]","[true,true,true,false,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","rkriz"
"937436","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75876","167","Wed Oct 01 18:34:08 UTC 2025","Wed Oct 01 18:34:12 UTC 2025","4","2018 lower Puna eruption_37","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The eruption also caused significant changes to the landscape, including the creation of new land along the island's southeast coast."", ""Extracted_Claims"": [""The eruption caused significant changes to the landscape"", ""The eruption led to the creation of new land"", ""The new land was created along the island's southeast coast""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/zeFbPHUMmp8.mp4""}","[false,false,false]","[true,true,true]","[false,false,false]","","[false,false,false]","rkriz"
"937437","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75877","167","Wed Oct 01 18:34:12 UTC 2025","Wed Oct 01 18:34:19 UTC 2025","7","2018 lower Puna eruption_38","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The event captured international attention due to its scale and impact, and it continued through August 2018, when activity significantly decreased."", ""Extracted_Claims"": [""The 2018 lower Puna eruption captured international attention"", ""The eruption captured international attention due to its scale"", ""The eruption captured international attention due to its impact"", ""The eruption continued through August 2018"", ""Activity of the eruption significantly decreased in August 2018""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/zeFbPHUMmp8.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","rkriz"
"937438","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75878","167","Wed Oct 01 18:34:19 UTC 2025","Wed Oct 01 18:34:28 UTC 2025","9","2018 lower Puna eruption_39","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The eruption is considered one of the most destructive in recent Hawaiian history and has provided valuable data for scientists studying volcanic processes."", ""Extracted_Claims"": [""The eruption is one of the most destructive in recent Hawaiian history"", ""The eruption provided valuable data for scientists"", ""Scientists studying volcanic processes benefited from the data provided by the eruption""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/zeFbPHUMmp8.mp4""}","[false,false,false]","[true,true,true]","[false,false,false]","","[false,false,false]","rkriz"
"937439","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75879","167","Wed Oct 01 18:34:28 UTC 2025","Wed Oct 01 18:35:45 UTC 2025","77","2018 lower Puna eruption_40","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The 2018 lower Puna eruption was a significant volcanic event that began on May 3, 2018, in the Lower Puna District of Hawaii's Big Island."", ""Extracted_Claims"": [""The 2018 lower Puna eruption was a significant volcanic event"", ""The eruption began on May 3, 2018"", ""The eruption took place in the Lower Puna District"", ""The eruption occurred on Hawaii's Big Island""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/udCSXVdxA7s.mp4""}","[true,false,false,true]","[false,true,true,false]","[false,false,false,false]","","[false,false,false,false]","rkriz"
"937440","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75880","167","Wed Oct 01 18:35:45 UTC 2025","Wed Oct 01 18:35:58 UTC 2025","13","2018 lower Puna eruption_41","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""This eruption, part of the ongoing activity at K\u012blauea, one of the world's most active volcanoes, marked a dramatic shift in the volcano's behavior, leading to extensive lava flows, the destruction of hundreds of homes, and the displacement of thousands of residents."", ""Extracted_Claims"": [""The eruption was part of ongoing activity at K\u012blauea"", ""K\u012blauea is one of the world's most active volcanoes"", ""The eruption marked a dramatic shift in the volcano's behavior"", ""The eruption led to extensive lava flows"", ""The eruption resulted in the destruction of hundreds of homes"", ""The eruption caused the displacement of thousands of residents""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/udCSXVdxA7s.mp4""}","[true,false,false,true,false,false]","[false,true,true,false,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","rkriz"
"937441","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75881","167","Wed Oct 01 18:35:58 UTC 2025","Wed Oct 01 18:36:18 UTC 2025","20","2018 lower Puna eruption_42","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The eruption also caused significant changes to the landscape, including the creation of new land along the island's southeast coast."", ""Extracted_Claims"": [""The eruption caused significant changes to the landscape"", ""The eruption led to the creation of new land"", ""The new land was created along the island's southeast coast""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/udCSXVdxA7s.mp4""}","[true,true,true]","[false,false,false]","[false,false,false]","","[false,false,false]","rkriz"
"937442","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75882","167","Wed Oct 01 18:36:18 UTC 2025","Wed Oct 01 18:36:26 UTC 2025","8","2018 lower Puna eruption_43","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The event captured international attention due to its scale and impact, and it continued through August 2018, when activity significantly decreased."", ""Extracted_Claims"": [""The 2018 lower Puna eruption captured international attention"", ""The eruption captured international attention due to its scale"", ""The eruption captured international attention due to its impact"", ""The eruption continued through August 2018"", ""Activity of the eruption significantly decreased in August 2018""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/udCSXVdxA7s.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","rkriz"
"937443","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75883","167","Wed Oct 01 18:36:26 UTC 2025","Wed Oct 01 18:36:31 UTC 2025","5","2018 lower Puna eruption_44","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The eruption is considered one of the most destructive in recent Hawaiian history and has provided valuable data for scientists studying volcanic processes."", ""Extracted_Claims"": [""The eruption is one of the most destructive in recent Hawaiian history"", ""The eruption provided valuable data for scientists"", ""Scientists studying volcanic processes benefited from the data provided by the eruption""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/udCSXVdxA7s.mp4""}","[false,false,false]","[true,true,true]","[false,false,false]","","[false,false,false]","rkriz"
"937444","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75884","167","Wed Oct 01 18:36:31 UTC 2025","Wed Oct 01 18:37:05 UTC 2025","34","2018 lower Puna eruption_45","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The 2018 lower Puna eruption was a significant volcanic event that began on May 3, 2018, in the Lower Puna District of Hawaii's Big Island."", ""Extracted_Claims"": [""The 2018 lower Puna eruption was a significant volcanic event"", ""The eruption began on May 3, 2018"", ""The eruption took place in the Lower Puna District"", ""The eruption occurred on Hawaii's Big Island""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/MxGNVauy7zU.mp4""}","[true,false,false,false]","[false,true,true,true]","[false,false,false,false]","","[false,false,false,false]","rkriz"
"937445","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75885","167","Wed Oct 01 18:37:05 UTC 2025","Wed Oct 01 18:37:13 UTC 2025","8","2018 lower Puna eruption_46","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""This eruption, part of the ongoing activity at K\u012blauea, one of the world's most active volcanoes, marked a dramatic shift in the volcano's behavior, leading to extensive lava flows, the destruction of hundreds of homes, and the displacement of thousands of residents."", ""Extracted_Claims"": [""The eruption was part of ongoing activity at K\u012blauea"", ""K\u012blauea is one of the world's most active volcanoes"", ""The eruption marked a dramatic shift in the volcano's behavior"", ""The eruption led to extensive lava flows"", ""The eruption resulted in the destruction of hundreds of homes"", ""The eruption caused the displacement of thousands of residents""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/MxGNVauy7zU.mp4""}","[false,false,false,true,false,false]","[true,true,true,false,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","rkriz"
"937446","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75886","167","Wed Oct 01 18:37:13 UTC 2025","Wed Oct 01 18:37:17 UTC 2025","4","2018 lower Puna eruption_47","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The eruption also caused significant changes to the landscape, including the creation of new land along the island's southeast coast."", ""Extracted_Claims"": [""The eruption caused significant changes to the landscape"", ""The eruption led to the creation of new land"", ""The new land was created along the island's southeast coast""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/MxGNVauy7zU.mp4""}","[false,false,false]","[true,true,true]","[false,false,false]","","[false,false,false]","rkriz"
"937447","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75887","167","Wed Oct 01 18:37:17 UTC 2025","Wed Oct 01 18:37:26 UTC 2025","9","2018 lower Puna eruption_48","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The event captured international attention due to its scale and impact, and it continued through August 2018, when activity significantly decreased."", ""Extracted_Claims"": [""The 2018 lower Puna eruption captured international attention"", ""The eruption captured international attention due to its scale"", ""The eruption captured international attention due to its impact"", ""The eruption continued through August 2018"", ""Activity of the eruption significantly decreased in August 2018""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/MxGNVauy7zU.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","rkriz"
"937448","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","75888","167","Wed Oct 01 18:37:26 UTC 2025","Wed Oct 01 18:37:30 UTC 2025","4","2018 lower Puna eruption_49","{""Wiki_Title"": ""2018 lower Puna eruption"", ""Claim_Sentence"": ""The eruption is considered one of the most destructive in recent Hawaiian history and has provided valuable data for scientists studying volcanic processes."", ""Extracted_Claims"": [""The eruption is one of the most destructive in recent Hawaiian history"", ""The eruption provided valuable data for scientists"", ""Scientists studying volcanic processes benefited from the data provided by the eruption""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/MxGNVauy7zU.mp4""}","[false,false,false]","[true,true,true]","[false,false,false]","","[false,false,false]","rkriz"
"937449","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74880","248","Mon Sep 22 15:16:09 UTC 2025","Mon Sep 22 15:16:50 UTC 2025","41","Notre-Dame fire_0","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The 2019 Notre-Dame Cathedral fire was a significant blaze that engulfed the historic cathedral of Notre-Dame in Paris, France, on the evening of April 15, 2019."", ""Extracted_Claims"": [""There was a fire at the Notre-Dame Cathedral in 2019"", ""The fire was significant"", ""The fire engulfed the Notre-Dame Cathedral"", ""The Notre-Dame Cathedral is a historic building"", ""The fire happened in Paris, France"", ""The fire occurred on April 15, 2019"", ""The fire happened in the evening""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117864206475218944.mp4""}","[false,false,false,false,false,false,false]","[false,true,true,true,false,true,true]","[false,false,false,false,false,false,false]","","[true,false,false,false,true,false,false]","amart233"
"937450","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74881","248","Mon Sep 22 15:16:50 UTC 2025","Mon Sep 22 15:16:59 UTC 2025","9","Notre-Dame fire_1","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The fire, which began around 6:30 PM local time, rapidly spread through the attic of the cathedral, causing extensive damage to its wooden interior and leading to the collapse of the spire and a portion of the roof."", ""Extracted_Claims"": [""The fire started around 6:30 PM local time"", ""The fire spread quickly through the attic"", ""The fire caused extensive damage to the wooden interior"", ""The fire led to the collapse of the spire"", ""The fire led to the collapse of a portion of the roof""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117864206475218944.mp4""}","[false,false,false,false,false]","[true,true,false,true,true]","[false,false,false,false,false]","","[false,false,true,false,false]","amart233"
"937451","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74882","248","Mon Sep 22 15:16:59 UTC 2025","Mon Sep 22 15:17:06 UTC 2025","7","Notre-Dame fire_2","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The cause of the fire was initially suspected to be related to renovation work being carried out at the site."", ""Extracted_Claims"": [""The cause of the fire was initially suspected to be related to renovation work"", ""Renovation work was being carried out at Notre-Dame Cathedral when the fire started""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117864206475218944.mp4""}","[false,false]","[true,true]","[false,false]","","[false,false]","amart233"
"937452","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74883","248","Mon Sep 22 15:17:06 UTC 2025","Mon Sep 22 15:17:13 UTC 2025","7","Notre-Dame fire_3","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""Despite the extensive damage, the main structure of the cathedral, including its two iconic bell towers, survived the inferno."", ""Extracted_Claims"": [""The main structure of the cathedral survived the fire"", ""The two iconic bell towers of the cathedral survived the fire"", ""There was extensive damage to the cathedral"", ""The fire is referred to as an 'inferno'""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117864206475218944.mp4""}","[false,false,false,false]","[true,true,true,true]","[false,false,false,false]","","[false,false,false,false]","amart233"
"937453","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74884","248","Mon Sep 22 15:17:13 UTC 2025","Mon Sep 22 15:17:21 UTC 2025","8","Notre-Dame fire_4","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The fire drew international attention and prompted a global outpouring of support for the restoration efforts, with numerous individuals and organizations pledging substantial donations toward the rebuilding process."", ""Extracted_Claims"": [""The fire drew international attention"", ""The fire prompted a global outpouring of support"", ""Support was directed towards the restoration efforts"", ""Numerous individuals pledged donations"", ""Numerous organizations pledged donations"", ""Donations were substantial"", ""Donations were intended for the rebuilding process""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117864206475218944.mp4""}","[false,false,false,false,false,false,false]","[true,true,true,true,true,true,true]","[false,false,false,false,false,false,false]","","[false,false,false,false,false,false,false]","amart233"
"937454","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74885","248","Mon Sep 22 15:17:21 UTC 2025","Mon Sep 22 15:17:33 UTC 2025","12","Notre-Dame fire_5","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The 2019 Notre-Dame Cathedral fire was a significant blaze that engulfed the historic cathedral of Notre-Dame in Paris, France, on the evening of April 15, 2019."", ""Extracted_Claims"": [""There was a fire at the Notre-Dame Cathedral in 2019"", ""The fire was significant"", ""The fire engulfed the Notre-Dame Cathedral"", ""The Notre-Dame Cathedral is a historic building"", ""The fire happened in Paris, France"", ""The fire occurred on April 15, 2019"", ""The fire happened in the evening""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117843269101268992.mp4""}","[false,false,false,false,false,false,false]","[false,true,false,true,false,true,true]","[false,false,false,false,false,false,false]","","[true,false,true,false,true,false,false]","amart233"
"937455","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74886","248","Mon Sep 22 15:17:34 UTC 2025","Mon Sep 22 15:17:40 UTC 2025","6","Notre-Dame fire_6","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The fire, which began around 6:30 PM local time, rapidly spread through the attic of the cathedral, causing extensive damage to its wooden interior and leading to the collapse of the spire and a portion of the roof."", ""Extracted_Claims"": [""The fire started around 6:30 PM local time"", ""The fire spread quickly through the attic"", ""The fire caused extensive damage to the wooden interior"", ""The fire led to the collapse of the spire"", ""The fire led to the collapse of a portion of the roof""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117843269101268992.mp4""}","[false,false,false,false,false]","[true,true,false,true,true]","[false,false,false,false,false]","","[false,false,true,false,false]","amart233"
"937456","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74887","248","Mon Sep 22 15:17:40 UTC 2025","Mon Sep 22 15:17:43 UTC 2025","3","Notre-Dame fire_7","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The cause of the fire was initially suspected to be related to renovation work being carried out at the site."", ""Extracted_Claims"": [""The cause of the fire was initially suspected to be related to renovation work"", ""Renovation work was being carried out at Notre-Dame Cathedral when the fire started""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117843269101268992.mp4""}","[false,false]","[true,true]","[false,false]","","[false,false]","amart233"
"937457","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74888","248","Mon Sep 22 15:17:43 UTC 2025","Mon Sep 22 15:17:49 UTC 2025","6","Notre-Dame fire_8","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""Despite the extensive damage, the main structure of the cathedral, including its two iconic bell towers, survived the inferno."", ""Extracted_Claims"": [""The main structure of the cathedral survived the fire"", ""The two iconic bell towers of the cathedral survived the fire"", ""There was extensive damage to the cathedral"", ""The fire is referred to as an 'inferno'""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117843269101268992.mp4""}","[false,false,false,false]","[true,true,true,true]","[false,false,false,false]","","[false,false,false,false]","amart233"
"937458","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74889","248","Mon Sep 22 15:17:49 UTC 2025","Mon Sep 22 15:17:57 UTC 2025","8","Notre-Dame fire_9","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The fire drew international attention and prompted a global outpouring of support for the restoration efforts, with numerous individuals and organizations pledging substantial donations toward the rebuilding process."", ""Extracted_Claims"": [""The fire drew international attention"", ""The fire prompted a global outpouring of support"", ""Support was directed towards the restoration efforts"", ""Numerous individuals pledged donations"", ""Numerous organizations pledged donations"", ""Donations were substantial"", ""Donations were intended for the rebuilding process""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117843269101268992.mp4""}","[false,false,false,false,false,false,false]","[true,true,true,true,true,true,true]","[false,false,false,false,false,false,false]","","[false,false,false,false,false,false,false]","amart233"
"937459","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74890","248","Mon Sep 22 15:17:57 UTC 2025","Mon Sep 22 15:18:12 UTC 2025","15","Notre-Dame fire_10","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The 2019 Notre-Dame Cathedral fire was a significant blaze that engulfed the historic cathedral of Notre-Dame in Paris, France, on the evening of April 15, 2019."", ""Extracted_Claims"": [""There was a fire at the Notre-Dame Cathedral in 2019"", ""The fire was significant"", ""The fire engulfed the Notre-Dame Cathedral"", ""The Notre-Dame Cathedral is a historic building"", ""The fire happened in Paris, France"", ""The fire occurred on April 15, 2019"", ""The fire happened in the evening""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117835607928184832.mp4""}","[false,false,false,false,false,false,false]","[true,true,true,false,false,true,true]","[false,false,false,false,false,false,false]","","[false,false,false,true,true,false,false]","amart233"
"937460","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74891","248","Mon Sep 22 15:18:13 UTC 2025","Mon Sep 22 15:18:19 UTC 2025","6","Notre-Dame fire_11","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The fire, which began around 6:30 PM local time, rapidly spread through the attic of the cathedral, causing extensive damage to its wooden interior and leading to the collapse of the spire and a portion of the roof."", ""Extracted_Claims"": [""The fire started around 6:30 PM local time"", ""The fire spread quickly through the attic"", ""The fire caused extensive damage to the wooden interior"", ""The fire led to the collapse of the spire"", ""The fire led to the collapse of a portion of the roof""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117835607928184832.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","amart233"
"937461","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74892","248","Mon Sep 22 15:18:19 UTC 2025","Mon Sep 22 15:18:24 UTC 2025","5","Notre-Dame fire_12","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""The cause of the fire was initially suspected to be related to renovation work being carried out at the site."", ""Extracted_Claims"": [""The cause of the fire was initially suspected to be related to renovation work"", ""Renovation work was being carried out at Notre-Dame Cathedral when the fire started""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117835607928184832.mp4""}","[false,false]","[true,true]","[false,false]","","[false,false]","amart233"
"937462","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:57:50 UTC 2025","1","86400","74894","248","Mon Sep 22 19:36:35 UTC 2025","Mon Sep 22 19:36:42 UTC 2025","7","Notre-Dame fire_13","{""Wiki_Title"": ""Notre-Dame fire"", ""Claim_Sentence"": ""Despite the extensive damage, the main structure of the cathedral, including its two iconic bell towers, survived the inferno."", ""Extracted_Claims"": [""The main structure of the cathedral survived the fire"", ""The two iconic bell towers of the cathedral survived the fire"", ""There was extensive damage to the cathedral"", ""The fire is referred to as an 'inferno'""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1117835607928184832.mp4""}","[false,false,false,false]","[true,true,true,true]","[false,false,false,false]","","[false,false,false,false]","amart233"
